Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
19,Mogi,Brasília,1,André Goes,29.4,23,42,3,6,3,8,8,8,3,0,3,3,2,0,4.0,4.0,3,0
19,Mogi,Brasília,1,Fuzaro,29.4,19,38,1,4,6,10,4,6,4,1,5,1,1,1,4.0,7.0,0,0
19,Mogi,Brasília,1,Fúlvio,33.0,17,29,3,7,0,0,8,8,2,0,2,10,0,0,2.0,8.0,4,0
19,Mogi,Brasília,1,Gruber,34.5,16,33,3,7,1,3,5,6,4,0,4,3,1,1,3.0,4.0,1,0
19,Mogi,Brasília,1,Lucas,10.4,6,12,2,4,0,0,0,0,1,1,2,1,0,0,2.0,0.0,1,0
19,Mogi,Brasília,1,Fabricio,31.1,4,9,0,1,1,2,2,2,4,2,6,1,2,0,1.0,2.0,1,0
19,Mogi,Brasília,1,Paranhos,7.9,4,7,0,0,2,3,0,1,2,1,3,0,0,0,2.0,1.0,1,0
19,Mogi,Brasília,1,Lessa,18.7,4,9,0,1,2,3,0,0,0,0,0,2,0,0,3.0,1.0,0,0
19,Mogi,Brasília,1,Alex,5.6,0,6,0,0,0,2,0,2,1,3,4,1,1,0,1.0,2.0,0,0
19,Mogi,Brasília,1,Colina,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Mogi,Brasília,1,Ziggy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Mogi,Brasília,1,Mattos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Mogi,Brasília,1,Equipe,0.0,93,185,12,30,15,31,27,33,22,10,32,22,7,2,22.0,29.0,11,0
19,Brasília,Mogi,2,Nezinho,37.1,21,42,4,8,2,6,5,6,2,1,3,7,1,0,4.0,3.0,4,0
19,Brasília,Mogi,2,Rafa Moreira,31.3,20,27,4,5,3,5,2,2,2,2,4,0,0,1,5.0,1.0,2,0
19,Brasília,Mogi,2,Gui Santos,30.2,14,26,1,2,4,8,3,4,8,2,10,4,0,0,3.0,4.0,1,0
19,Brasília,Mogi,2,Arthur,30.1,13,25,2,5,3,4,1,2,3,1,4,4,0,0,5.0,2.0,2,0
19,Brasília,Mogi,2,Ronald,25.9,9,16,0,0,3,5,3,6,3,3,6,3,2,0,5.0,6.0,6,1
19,Brasília,Mogi,2,B. Fiorotto,20.1,3,10,0,0,1,2,1,6,1,1,2,0,3,1,3.0,3.0,1,0
19,Brasília,Mogi,2,Marcelão,2.5,2,4,0,0,0,1,2,2,2,0,2,0,0,0,1.0,1.0,0,0
19,Brasília,Mogi,2,Gui Bento,6.7,2,8,0,2,1,1,0,0,1,0,1,0,2,0,2.0,0.0,0,1
19,Brasília,Mogi,2,José Carlos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Brasília,Mogi,2,Pedrinho Rava,16.3,0,12,0,2,0,3,0,0,1,0,1,1,1,0,1.0,2.0,0,0
19,Brasília,Mogi,2,Equipe,0.0,84,170,11,24,17,35,17,28,27,12,39,19,9,2,29.0,22.0,17,2
