Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
19,UNIFACISA,São Paulo,1,Barnes,33.7,23,44,4,8,3,7,5,6,0,0,0,5,0,0,4.0,4.0,2,0
19,UNIFACISA,São Paulo,1,Gemerson,31.8,18,29,2,4,6,8,0,1,6,4,10,3,1,0,5.0,3.0,1,1
19,UNIFACISA,São Paulo,1,Dixson,24.2,17,27,1,3,5,7,4,4,2,0,2,0,1,2,4.0,2.0,1,2
19,UNIFACISA,São Paulo,1,Miller,23.1,15,35,3,7,3,7,0,0,4,1,5,0,0,0,4.0,0.0,1,0
19,UNIFACISA,São Paulo,1,Antonio,20.4,10,16,0,2,4,4,2,2,4,1,5,2,1,0,2.0,3.0,1,1
19,UNIFACISA,São Paulo,1,Douglas Nunes,15.9,8,16,2,4,1,2,0,0,1,1,2,1,0,0,0.0,2.0,1,1
19,UNIFACISA,São Paulo,1,Gemadinha,8.5,5,8,1,2,0,0,2,2,0,0,0,1,0,0,1.0,1.0,0,0
19,UNIFACISA,São Paulo,1,Gabriel,11.0,3,6,0,1,1,1,1,1,0,1,1,2,0,0,2.0,1.0,0,0
19,UNIFACISA,São Paulo,1,João Vitor,10.6,2,6,0,0,1,3,0,0,2,0,2,0,0,0,4.0,0.0,1,1
19,UNIFACISA,São Paulo,1,Pepo Vidal,20.9,2,12,0,2,1,3,0,0,4,0,4,7,2,0,1.0,0.0,1,0
19,UNIFACISA,São Paulo,1,R. Piru,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,UNIFACISA,São Paulo,1,Pezão,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,UNIFACISA,São Paulo,1,Equipe,0.0,103,199,13,33,25,42,14,16,29,9,38,21,5,2,27.0,16.0,9,6
19,São Paulo,UNIFACISA,2,Jefferson,40.0,27,48,8,14,0,1,3,4,8,1,9,2,0,0,2.0,3.0,3,0
19,São Paulo,UNIFACISA,2,Shamell,40.0,20,43,3,7,2,6,7,10,4,2,6,10,0,0,4.0,7.0,4,0
19,São Paulo,UNIFACISA,2,Renan,28.8,17,21,4,5,2,2,1,2,1,0,1,5,1,1,4.0,2.0,0,1
19,São Paulo,UNIFACISA,2,Léo Meindl,32.5,16,30,3,5,3,5,1,5,4,2,6,2,0,0,3.0,8.0,3,0
19,São Paulo,UNIFACISA,2,Georginho,40.0,15,32,3,6,1,5,4,4,6,0,6,3,0,0,1.0,2.0,3,0
19,São Paulo,UNIFACISA,2,Holloway,13.3,8,12,0,0,2,4,4,4,2,0,2,3,0,0,1.0,4.0,0,0
19,São Paulo,UNIFACISA,2,Murilo,5.4,3,4,0,0,1,1,1,2,3,0,3,0,1,0,1.0,1.0,1,0
19,São Paulo,UNIFACISA,2,Danilo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,UNIFACISA,2,Kurtz,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,UNIFACISA,2,Mamedes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,UNIFACISA,2,Jones,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,UNIFACISA,2,Igor,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,UNIFACISA,2,Equipe,0.0,106,190,21,37,11,24,21,31,30,6,36,25,2,1,16.0,27.0,14,1
