Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
19,Rio Claro,Pato Basquete,1,Ansaloni,28.9,21,35,3,6,2,4,8,9,10,2,12,2,2,1,2.0,7.0,3,0
19,Rio Claro,Pato Basquete,1,Pastor,31.6,17,27,3,5,4,6,0,0,7,1,8,4,1,0,5.0,1.0,1,1
19,Rio Claro,Pato Basquete,1,Gerson,23.2,12,22,0,0,6,11,0,0,4,3,7,2,0,0,2.0,0.0,1,3
19,Rio Claro,Pato Basquete,1,Enzo,22.9,11,25,3,7,0,1,2,2,0,0,0,5,2,0,1.0,4.0,0,0
19,Rio Claro,Pato Basquete,1,Bruno,21.5,6,15,1,3,1,2,1,2,2,0,2,1,0,0,2.0,2.0,0,0
19,Rio Claro,Pato Basquete,1,Baxley,17.7,3,23,0,3,1,6,1,2,2,1,3,0,1,0,3.0,3.0,2,1
19,Rio Claro,Pato Basquete,1,Lucão,17.8,3,14,0,0,0,5,3,4,4,2,6,1,0,0,3.0,3.0,3,0
19,Rio Claro,Pato Basquete,1,Pedro,15.3,2,14,0,2,0,3,2,2,3,1,4,2,0,0,0.0,1.0,0,0
19,Rio Claro,Pato Basquete,1,Figueroa,18.5,2,2,0,0,1,1,0,0,1,0,1,7,2,0,4.0,0.0,2,0
19,Rio Claro,Pato Basquete,1,Sahdi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Rio Claro,Pato Basquete,1,Augusto,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Rio Claro,Pato Basquete,1,Equipe,0.0,77,177,10,26,15,39,17,21,37,11,48,24,8,1,22.0,21.0,12,5
19,Pato Basquete,Rio Claro,2,Gustavo,26.8,15,36,1,6,4,7,4,4,4,0,4,2,0,0,2.0,2.0,1,0
19,Pato Basquete,Rio Claro,2,Funches III,24.7,12,20,0,0,4,8,4,4,3,1,4,1,0,2,1.0,6.0,0,0
19,Pato Basquete,Rio Claro,2,Paulo,19.4,8,21,0,1,3,7,2,4,0,0,0,0,0,1,0.0,2.0,0,1
19,Pato Basquete,Rio Claro,2,Scheuer,22.7,6,12,0,0,1,4,4,4,3,0,3,1,1,0,3.0,3.0,1,0
19,Pato Basquete,Rio Claro,2,Aquiles,14.1,5,11,1,3,1,1,0,0,2,0,2,0,0,0,1.0,0.0,2,0
19,Pato Basquete,Rio Claro,2,Augusto,19.7,4,15,1,1,0,5,1,2,4,0,4,3,0,1,5.0,2.0,2,0
19,Pato Basquete,Rio Claro,2,Thornton,26.6,4,22,0,3,1,5,2,3,3,0,3,0,0,0,2.0,3.0,2,0
19,Pato Basquete,Rio Claro,2,Gegê,19.7,3,13,1,3,0,2,0,0,2,1,3,8,0,0,0.0,2.0,2,0
19,Pato Basquete,Rio Claro,2,Rodrigues,7.9,0,0,0,0,0,0,0,0,1,1,2,0,1,0,5.0,0.0,1,0
19,Pato Basquete,Rio Claro,2,Coimbra,15.0,0,2,0,0,0,1,0,0,3,0,3,0,0,0,2.0,1.0,1,0
19,Pato Basquete,Rio Claro,2,Leandro,3.5,0,3,0,1,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0,0
19,Pato Basquete,Rio Claro,2,Equipe,0.0,57,155,4,18,14,40,17,21,29,4,33,15,2,4,21.0,21.0,12,1
