Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
19,Minas,Pinheiros,1,Alex,37.7,15,29,3,7,2,3,2,2,7,0,7,4,0,0,2.0,3.0,5,0
19,Minas,Pinheiros,1,Leandrinho,29.1,9,36,1,4,3,12,0,0,3,1,4,3,0,0,4.0,3.0,3,0
19,Minas,Pinheiros,1,Davi,25.1,8,14,1,2,2,3,1,2,1,0,1,0,1,0,2.0,1.0,2,0
19,Minas,Pinheiros,1,Scott,26.6,7,20,0,0,3,8,1,4,2,3,5,1,2,2,2.0,5.0,2,1
19,Minas,Pinheiros,1,Tyrone,22.2,6,23,0,5,3,4,0,0,5,0,5,2,1,1,4.0,2.0,4,0
19,Minas,Pinheiros,1,Deodato,15.8,4,10,0,2,2,2,0,0,4,1,5,0,0,0,0.0,0.0,1,0
19,Minas,Pinheiros,1,Shilton,16.2,4,4,0,0,2,2,0,0,1,2,3,0,0,0,5.0,1.0,0,0
19,Minas,Pinheiros,1,Alexei,18.1,2,8,0,0,1,4,0,0,1,2,3,2,2,0,3.0,0.0,3,1
19,Minas,Pinheiros,1,Jackson Jr,7.5,2,4,0,0,0,1,2,2,0,0,0,0,0,0,1.0,1.0,0,0
19,Minas,Pinheiros,1,Ribeiro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Minas,Pinheiros,1,Gui Carvalho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Minas,Pinheiros,1,Queiroz,1.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0
19,Minas,Pinheiros,1,Equipe,0.0,57,148,5,20,18,39,6,10,28,9,37,12,6,3,24.0,16.0,20,2
19,Pinheiros,Minas,2,Betinho,32.5,13,46,1,7,1,8,8,9,5,0,5,3,0,0,2.0,9.0,3,0
19,Pinheiros,Minas,2,Toledo,34.9,12,16,0,0,5,7,2,2,3,4,7,4,4,0,4.0,4.0,1,1
19,Pinheiros,Minas,2,Bennett,34.7,12,25,2,3,3,7,0,2,5,0,5,4,0,0,3.0,2.0,0,0
19,Pinheiros,Minas,2,Dawkins,31.8,12,33,3,8,0,2,3,5,4,0,4,2,2,0,2.0,3.0,1,0
19,Pinheiros,Minas,2,C. Torres,23.5,8,25,0,3,3,7,2,2,6,2,8,1,1,0,1.0,2.0,0,0
19,Pinheiros,Minas,2,Ware,16.1,5,13,1,1,1,5,0,0,2,3,5,0,0,0,4.0,1.0,0,0
19,Pinheiros,Minas,2,L. Cauê,5.2,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1.0,0.0,2,0
19,Pinheiros,Minas,2,Buffat,5.8,0,7,0,1,0,2,0,0,0,2,2,0,1,0,0.0,0.0,1,0
19,Pinheiros,Minas,2,Isaac,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Pinheiros,Minas,2,Scaglia,15.6,0,12,0,4,0,0,0,0,1,1,2,0,0,0,0.0,1.0,2,0
19,Pinheiros,Minas,2,Equipe,0.0,64,179,7,27,14,39,15,20,28,15,43,14,8,1,17.0,22.0,16,1
