Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
19,Bauru,São Paulo,1,Faggiano,37.9,16,36,4,8,2,6,0,0,4,0,4,4,0,0,3.0,4.0,2,0
19,Bauru,São Paulo,1,Crescenzi,31.3,15,32,4,9,1,2,1,1,5,0,5,1,2,0,4.0,3.0,0,0
19,Bauru,São Paulo,1,Renato,30.8,12,22,2,4,3,5,0,0,6,0,6,5,1,0,4.0,0.0,2,0
19,Bauru,São Paulo,1,Brito,35.4,12,23,2,3,3,7,0,0,4,1,5,3,1,0,0.0,1.0,0,0
19,Bauru,São Paulo,1,Gabriel Jaú,29.8,9,29,0,4,4,7,1,3,7,0,7,3,1,0,4.0,3.0,3,0
19,Bauru,São Paulo,1,Pará,15.4,4,8,1,2,0,0,1,2,3,1,4,0,0,0,1.0,1.0,2,0
19,Bauru,São Paulo,1,Malachias,3.2,2,4,0,0,1,2,0,0,0,1,1,0,0,0,0.0,0.0,0,0
19,Bauru,São Paulo,1,Larry,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Bauru,São Paulo,1,Emanuel,9.3,0,2,0,0,0,1,0,0,1,2,3,2,0,0,0.0,0.0,0,0
19,Bauru,São Paulo,1,Mendes,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
19,Bauru,São Paulo,1,Equipe,0.0,70,156,13,30,14,30,3,6,30,6,36,18,5,0,17.0,12.0,10,0
19,São Paulo,Bauru,2,Shamell,34.1,21,41,2,7,5,7,5,6,4,0,4,4,1,0,0.0,5.0,0,0
19,São Paulo,Bauru,2,Léo Meindl,35.4,18,39,2,5,5,11,2,2,6,1,7,1,1,0,5.0,2.0,1,0
19,São Paulo,Bauru,2,Georginho,36.2,13,23,3,5,2,4,0,0,4,1,5,5,1,0,1.0,1.0,1,0
19,São Paulo,Bauru,2,Kurtz,17.7,6,10,0,0,2,3,2,4,2,0,2,1,0,1,1.0,3.0,0,1
19,São Paulo,Bauru,2,Renan,31.8,6,11,2,3,0,1,0,0,4,1,5,2,2,0,2.0,2.0,1,0
19,São Paulo,Bauru,2,Jones,10.6,5,11,0,1,1,2,3,4,3,0,3,0,0,0,1.0,2.0,1,0
19,São Paulo,Bauru,2,Jefferson,22.7,2,25,0,7,1,2,0,0,3,0,3,3,1,0,1.0,1.0,0,0
19,São Paulo,Bauru,2,Cassiano,3.8,2,5,0,1,1,1,0,0,0,1,1,0,0,0,1.0,0.0,1,0
19,São Paulo,Bauru,2,Murilo,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,0
19,São Paulo,Bauru,2,Mamedes,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,Bauru,2,Igor,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,Bauru,2,Danilo,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São Paulo,Bauru,2,Equipe,0.0,73,165,9,29,17,31,12,16,29,6,35,16,6,1,12.0,17.0,7,1
