Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
19,São José,Rio Claro,1,Duda,37.0,23,45,1,4,7,13,6,7,2,0,2,9,3,2,2.0,6.0,4,0
19,São José,Rio Claro,1,Lupa,31.7,21,22,0,0,9,9,3,4,5,2,7,1,3,1,4.0,5.0,2,1
19,São José,Rio Claro,1,Ambrosino,21.1,15,25,3,5,3,5,0,0,1,1,2,1,0,0,1.0,0.0,0,0
19,São José,Rio Claro,1,Rafael,23.4,12,19,0,0,6,9,0,1,3,0,3,1,1,0,0.0,3.0,2,1
19,São José,Rio Claro,1,Eugeniusz,13.9,6,9,0,1,3,3,0,0,0,1,1,2,2,0,5.0,0.0,3,0
19,São José,Rio Claro,1,Mariani,36.8,4,19,0,3,2,5,0,0,2,0,2,2,0,1,2.0,1.0,6,0
19,São José,Rio Claro,1,Conceição,13.8,3,12,0,0,1,4,1,4,2,2,4,0,1,1,3.0,2.0,6,1
19,São José,Rio Claro,1,Buemo,18.7,2,7,0,1,1,1,0,2,0,0,0,1,0,0,3.0,3.0,1,0
19,São José,Rio Claro,1,L. Eltink,20.0,1,7,0,1,0,1,1,2,5,2,7,3,2,1,5.0,2.0,1,0
19,São José,Rio Claro,1,Guirro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São José,Rio Claro,1,Abner,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,São José,Rio Claro,1,Guga,8.7,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.0,0.0,0,0
19,São José,Rio Claro,1,Equipe,0.0,87,171,4,15,32,53,11,20,23,11,34,20,12,6,27.0,22.0,25,3
19,Rio Claro,São José,2,Gerson,40.5,22,28,0,0,11,14,0,0,5,3,8,0,0,0,3.0,3.0,3,6
19,Rio Claro,São José,2,Sahdi,34.1,20,34,1,5,2,3,13,13,3,1,4,13,4,0,2.0,10.0,3,0
19,Rio Claro,São José,2,Enzo,38.0,15,41,4,11,1,3,1,2,5,0,5,2,6,0,4.0,4.0,4,0
19,Rio Claro,São José,2,Baxley,35.6,15,42,1,8,4,7,4,4,3,1,4,2,3,0,5.0,3.0,2,0
19,Rio Claro,São José,2,Pastor,37.5,13,19,0,1,4,5,5,6,6,2,8,4,3,1,4.0,3.0,3,1
19,Rio Claro,São José,2,Thiaguinho,11.0,4,6,0,0,2,3,0,0,0,1,1,1,0,0,0.0,0.0,0,0
19,Rio Claro,São José,2,Pedro,15.9,3,15,0,3,0,1,3,4,1,0,1,2,0,0,2.0,2.0,2,0
19,Rio Claro,São José,2,Lucão,4.2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0
19,Rio Claro,São José,2,Ansaloni,6.6,1,7,0,1,0,1,1,2,1,1,2,1,0,0,1.0,1.0,3,0
19,Rio Claro,São José,2,Bruno,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Rio Claro,São José,2,Lelê,1.7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Rio Claro,São José,2,Prochnow,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
19,Rio Claro,São José,2,Equipe,0.0,95,196,6,29,25,39,27,31,25,11,36,25,16,1,23.0,26.0,20,7
