Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
18,Bauru,Sesi Franca,1,Enzo,38.9,22,34,3,6,3,4,7,8,5,2,7,3,0,0,3.0,5.0,1,0
18,Bauru,Sesi Franca,1,Gustavo,33.1,14,31,1,6,5,6,1,1,2,1,3,2,2,0,2.0,3.0,1,0
18,Bauru,Sesi Franca,1,Lucas,34.8,14,36,0,4,6,10,2,4,3,1,4,2,0,1,2.0,3.0,1,0
18,Bauru,Sesi Franca,1,Jefferson,25.4,6,29,1,6,1,4,1,3,4,1,5,1,0,0,4.0,1.0,3,0
18,Bauru,Sesi Franca,1,Fúlvio,21.1,5,13,1,3,1,2,0,0,2,0,2,5,1,0,2.0,4.0,1,0
18,Bauru,Sesi Franca,1,Cauê,21.0,4,7,0,1,2,2,0,0,6,0,6,1,0,0,3.0,0.0,1,0
18,Bauru,Sesi Franca,1,Gui Santos,20.2,4,14,0,2,2,4,0,0,3,0,3,1,0,0,3.0,0.0,0,0
18,Bauru,Sesi Franca,1,Vinicius,4.0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,0,0
18,Bauru,Sesi Franca,1,Pará,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Bauru,Sesi Franca,1,Renato,1.5,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0
18,Bauru,Sesi Franca,1,Emanuel,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Bauru,Sesi Franca,1,Equipe,0.0,69,169,6,29,20,33,11,16,27,7,34,15,3,2,20.0,16.0,8,0
18,Sesi Franca,Bauru,2,Lucas Dias,38.3,15,34,1,5,6,9,0,1,4,2,6,0,0,0,4.0,2.0,4,0
18,Sesi Franca,Bauru,2,Didi,21.7,13,31,2,6,2,4,3,5,4,1,5,2,0,0,2.0,3.0,0,0
18,Sesi Franca,Bauru,2,David Jackson,25.0,13,35,2,8,2,4,3,3,2,2,4,3,1,0,2.0,4.0,1,0
18,Sesi Franca,Bauru,2,Cipolini,24.4,12,22,2,4,2,4,2,2,4,0,4,0,0,1,2.0,1.0,1,1
18,Sesi Franca,Bauru,2,Elinho,34.2,9,21,1,3,3,6,0,0,9,0,9,8,1,0,2.0,0.0,1,0
18,Sesi Franca,Bauru,2,Jimmy,28.3,8,17,1,3,2,3,1,2,1,2,3,1,2,0,2.0,7.0,1,0
18,Sesi Franca,Bauru,2,André Goes,15.4,0,8,0,2,0,1,0,0,3,0,3,0,1,0,0.0,1.0,0,0
18,Sesi Franca,Bauru,2,Alexey,8.8,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1.0,1.0,1,0
18,Sesi Franca,Bauru,2,Cassiano,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Sesi Franca,Bauru,2,Augusto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Sesi Franca,Bauru,2,Adriano Big,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Sesi Franca,Bauru,2,Guilherme,4.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0
18,Sesi Franca,Bauru,2,Equipe,0.0,70,171,9,32,17,31,9,13,30,11,41,14,5,1,17.0,19.0,12,1
