Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
18,Minas,Corinthians,1,Wesley,37.5,15,33,1,4,6,9,0,3,2,5,7,2,2,0,4.0,2.0,1,0
18,Minas,Corinthians,1,D. Coleman,34.4,15,32,3,6,2,4,2,4,7,1,8,3,2,0,0.0,2.0,0,1
18,Minas,Corinthians,1,Jefferson,28.6,15,32,3,8,1,2,4,4,4,0,4,3,1,0,2.0,4.0,2,0
18,Minas,Corinthians,1,Bob,17.9,13,23,1,3,3,4,4,6,2,0,2,1,1,0,2.0,5.0,1,1
18,Minas,Corinthians,1,Gegê,20.4,7,24,1,4,0,3,4,6,1,0,1,3,5,0,1.0,3.0,4,0
18,Minas,Corinthians,1,Paranhos,29.8,7,22,0,0,2,9,3,4,8,3,11,3,0,1,3.0,2.0,3,0
18,Minas,Corinthians,1,Gui Carvalho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Minas,Corinthians,1,Leonardo,4.9,0,6,0,0,0,3,0,0,2,0,2,0,0,0,2.0,1.0,0,0
18,Minas,Corinthians,1,Lucas,17.8,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0.0,1.0,0,0
18,Minas,Corinthians,1,Marcos,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Minas,Corinthians,1,Augusto,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Minas,Corinthians,1,Sam Daniel,6.3,0,2,0,0,0,1,0,0,1,1,2,0,0,0,2.0,0.0,0,0
18,Minas,Corinthians,1,Equipe,0.0,72,181,9,26,14,37,17,27,31,10,41,15,11,1,16.0,20.0,11,2
18,Corinthians,Minas,2,Giovannoni,31.7,21,37,3,5,4,9,4,4,6,1,7,1,1,0,2.0,4.0,2,0
18,Corinthians,Minas,2,Fuller,31.0,11,40,1,8,1,5,6,6,4,1,5,4,1,0,3.0,5.0,4,0
18,Corinthians,Minas,2,Shilton,26.2,10,19,0,0,3,7,4,5,6,4,10,2,1,0,2.0,4.0,0,0
18,Corinthians,Minas,2,Gustavinho,23.3,7,20,1,4,2,4,0,0,4,0,4,3,1,0,5.0,0.0,1,0
18,Corinthians,Minas,2,Nicolas Ronsini,16.7,7,10,1,2,2,2,0,0,1,0,1,2,1,0,1.0,1.0,4,0
18,Corinthians,Minas,2,Aguiar,23.3,6,23,0,3,3,7,0,0,3,0,3,1,0,0,2.0,0.0,2,0
18,Corinthians,Minas,2,Teichmann,16.2,4,11,0,1,2,4,0,0,7,2,9,1,0,0,3.0,0.0,1,1
18,Corinthians,Minas,2,Humberto,22.6,3,18,0,4,1,2,1,2,3,2,5,0,1,0,2.0,1.0,1,0
18,Corinthians,Minas,2,Douglas Santos,5.9,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1.0,0.0,1,0
18,Corinthians,Minas,2,Gui Bento,3.1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0,0
18,Corinthians,Minas,2,Abner,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Corinthians,Minas,2,Equipe,0.0,69,180,6,27,18,41,15,17,36,12,48,15,6,0,22.0,15.0,18,1
