Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
18,Flamengo,Sesi Franca,1,Olivinha,22.2,23,32,5,6,4,7,0,0,5,3,8,1,1,0,3.0,2.0,0,0
18,Flamengo,Sesi Franca,1,Marquinhos,29.7,14,29,2,5,3,5,2,4,5,0,5,5,2,2,1.0,3.0,1,0
18,Flamengo,Sesi Franca,1,Deryk,24.1,11,29,3,9,1,1,0,0,1,0,1,1,1,0,1.0,0.0,1,0
18,Flamengo,Sesi Franca,1,Varejão,25.2,10,21,0,1,4,8,2,2,3,2,5,4,2,1,2.0,1.0,0,0
18,Flamengo,Sesi Franca,1,Balbi,31.9,9,40,1,8,2,7,2,2,7,0,7,8,2,0,2.0,6.0,1,0
18,Flamengo,Sesi Franca,1,Jhonatan,17.2,5,11,1,3,1,1,0,0,0,0,0,1,1,0,1.0,0.0,1,0
18,Flamengo,Sesi Franca,1,Nesbitt,9.3,4,7,0,1,1,1,2,2,1,0,1,0,0,0,1.0,2.0,0,0
18,Flamengo,Sesi Franca,1,Mineiro,18.1,4,8,0,0,2,4,0,0,5,0,5,0,0,0,1.0,1.0,0,0
18,Flamengo,Sesi Franca,1,Davi,19.6,2,9,0,1,1,3,0,0,1,1,2,0,0,0,3.0,0.0,0,0
18,Flamengo,Sesi Franca,1,Crescenzi,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Flamengo,Sesi Franca,1,Matheus Weber,0.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0
18,Flamengo,Sesi Franca,1,Ruan,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Flamengo,Sesi Franca,1,Equipe,0.0,82,186,12,34,19,37,8,10,32,10,42,20,9,3,15.0,15.0,5,0
18,Sesi Franca,Flamengo,2,Lucas Dias,33.4,15,41,3,7,2,9,2,2,4,0,4,0,0,0,2.0,2.0,1,0
18,Sesi Franca,Flamengo,2,Alexey,18.0,15,19,5,5,0,2,0,0,2,0,2,2,0,0,4.0,1.0,3,0
18,Sesi Franca,Flamengo,2,David Jackson,28.4,13,22,0,1,6,9,1,1,3,0,3,4,1,0,0.0,5.0,4,0
18,Sesi Franca,Flamengo,2,Jimmy,30.1,8,23,0,3,4,7,0,0,3,2,5,1,0,0,1.0,0.0,1,0
18,Sesi Franca,Flamengo,2,Didi,14.5,6,23,2,5,0,4,0,0,1,1,2,1,1,0,2.0,0.0,0,0
18,Sesi Franca,Flamengo,2,Elinho,28.3,5,24,1,6,1,3,0,0,5,0,5,3,0,0,1.0,1.0,0,0
18,Sesi Franca,Flamengo,2,André Goes,7.9,3,6,1,2,0,0,0,0,1,1,2,0,0,0,2.0,1.0,0,0
18,Sesi Franca,Flamengo,2,Cipolini,20.4,2,5,0,1,1,1,0,0,5,0,5,0,1,1,2.0,3.0,0,0
18,Sesi Franca,Flamengo,2,Hettsheimeir,18.3,1,2,0,0,0,0,1,2,3,0,3,2,0,0,1.0,2.0,1,0
18,Sesi Franca,Flamengo,2,Guilherme,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
18,Sesi Franca,Flamengo,2,Equipe,0.0,68,165,12,30,14,35,4,5,30,6,36,13,3,1,15.0,15.0,10,0
