Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
17,Joinville   AABJ ,Sesi Franca,1,Vezaro,37.6,23,44,3,5,6,13,2,3,4,3,7,2,1,0,1.0,5.0,2,0
17,Joinville   AABJ ,Sesi Franca,1,A. Bambu,34.6,15,27,1,5,6,6,0,0,2,1,3,0,1,0,2.0,1.0,0,1
17,Joinville   AABJ ,Sesi Franca,1,Stocks,29.1,10,27,0,3,5,8,0,2,7,0,7,5,5,0,4.0,4.0,2,0
17,Joinville   AABJ ,Sesi Franca,1,Maxwell,31.0,8,28,0,1,3,11,2,3,10,0,10,4,3,1,0.0,4.0,1,0
17,Joinville   AABJ ,Sesi Franca,1,Jerônimo,17.7,5,10,0,0,2,4,1,2,2,1,3,0,0,1,2.0,1.0,1,2
17,Joinville   AABJ ,Sesi Franca,1,Vezarinho,8.6,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0.0,2.0,1,0
17,Joinville   AABJ ,Sesi Franca,1,Colimerio,6.6,2,5,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Joinville   AABJ ,Sesi Franca,1,Tiagão,17.1,0,10,0,2,0,2,0,0,0,2,2,0,0,0,2.0,0.0,1,0
17,Joinville   AABJ ,Sesi Franca,1,J. Socas,11.7,0,9,0,1,0,3,0,0,1,0,1,0,3,0,1.0,0.0,2,0
17,Joinville   AABJ ,Sesi Franca,1,Weihermann,6.1,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Joinville   AABJ ,Sesi Franca,1,Jordan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Joinville   AABJ ,Sesi Franca,1,Henrique,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Joinville   AABJ ,Sesi Franca,1,Equipe,0.0,66,176,5,22,23,50,5,10,29,10,39,12,13,2,12.0,17.0,10,3
17,Sesi Franca,Joinville   AABJ ,2,Gruber,26.9,12,33,2,5,3,9,0,0,10,0,10,2,1,1,1.0,2.0,1,0
17,Sesi Franca,Joinville   AABJ ,2,Léo Meindl,30.9,12,32,0,3,5,10,2,3,6,1,7,4,1,0,3.0,3.0,6,0
17,Sesi Franca,Joinville   AABJ ,2,Pedro,29.2,11,16,1,1,3,5,2,3,2,1,3,3,1,0,4.0,2.0,3,0
17,Sesi Franca,Joinville   AABJ ,2,Cipolini,30.8,10,21,2,5,2,3,0,0,8,3,11,1,0,1,0.0,0.0,3,0
17,Sesi Franca,Joinville   AABJ ,2,Coelho,28.1,5,28,0,7,2,3,1,1,2,1,3,3,1,0,4.0,3.0,7,0
17,Sesi Franca,Joinville   AABJ ,2,João Pedro,22.3,4,10,0,0,2,5,0,0,2,3,5,0,1,0,1.0,1.0,1,1
17,Sesi Franca,Joinville   AABJ ,2,Guilherme,13.8,4,4,0,0,2,2,0,0,0,0,0,0,2,0,2.0,0.0,0,0
17,Sesi Franca,Joinville   AABJ ,2,Cassiano,12.0,1,7,0,1,0,1,1,2,3,0,3,0,0,0,1.0,1.0,4,0
17,Sesi Franca,Joinville   AABJ ,2,Didi,6.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0,0
17,Sesi Franca,Joinville   AABJ ,2,Equipe,0.0,59,151,5,22,19,38,6,9,37,9,46,13,7,2,17.0,12.0,25,1
