Temporada,time,adversário,casa/fora,Jogador,Min,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
17,Flamengo,Botafogo,1,Marquinhos,25.4,25,31,4,6,3,3,7,7,2,0,2,5,1,0,1.0,5.0,1,1
17,Flamengo,Botafogo,1,Ramon,35.1,21,28,5,7,1,1,4,5,1,0,1,3,0,0,2.0,5.0,1,0
17,Flamengo,Botafogo,1,Cubillan,27.2,15,29,5,9,0,1,0,0,2,0,2,12,0,0,1.0,0.0,0,0
17,Flamengo,Botafogo,1,JP Batista,29.2,15,32,0,0,5,12,5,8,9,3,12,1,2,0,4.0,5.0,1,0
17,Flamengo,Botafogo,1,Olivinha,20.0,13,20,1,2,3,5,4,4,5,1,6,3,1,0,3.0,3.0,2,0
17,Flamengo,Botafogo,1,Rhett,19.5,10,15,0,1,4,5,2,2,7,1,8,0,1,1,3.0,1.0,1,2
17,Flamengo,Botafogo,1,Pecos,16.7,6,13,2,3,0,2,0,0,2,0,2,6,1,0,0.0,1.0,1,0
17,Flamengo,Botafogo,1,Pilar,13.6,2,12,0,2,0,2,2,2,3,1,4,1,1,0,3.0,3.0,0,0
17,Flamengo,Botafogo,1,João Vitor,11.3,0,2,0,0,0,1,0,0,3,1,4,1,0,0,4.0,0.0,2,0
17,Flamengo,Botafogo,1,Amorim,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Flamengo,Botafogo,1,Danilo,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0
17,Flamengo,Botafogo,1,Mogi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Flamengo,Botafogo,1,Equipe,0.0,107,182,17,30,16,32,24,28,35,8,43,32,7,1,22.0,23.0,9,3
17,Botafogo,Flamengo,2,Gabriel,22.0,12,31,0,4,5,8,2,3,1,0,1,0,0,0,2.0,2.0,3,0
17,Botafogo,Flamengo,2,Douglas,27.2,11,29,1,3,2,7,4,6,4,3,7,0,0,0,4.0,5.0,3,0
17,Botafogo,Flamengo,2,Coimbra,25.0,10,22,0,1,4,7,2,5,2,1,3,2,1,1,3.0,4.0,1,0
17,Botafogo,Flamengo,2,Tatum,22.9,7,24,2,6,0,2,1,2,1,0,1,3,0,0,4.0,1.0,1,0
17,Botafogo,Flamengo,2,Guga,36.0,6,13,1,2,1,3,1,1,3,1,4,8,0,0,1.0,4.0,3,0
17,Botafogo,Flamengo,2,R. Bahia,21.7,6,13,1,1,1,4,1,2,4,0,4,1,0,0,5.0,2.0,1,0
17,Botafogo,Flamengo,2,Dos Santos,14.7,2,8,0,0,0,3,2,2,1,1,2,0,0,1,3.0,2.0,1,0
17,Botafogo,Flamengo,2,Roberto,6.6,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0,0
17,Botafogo,Flamengo,2,Fabrício,21.3,0,2,0,0,0,1,0,0,3,0,3,0,0,0,1.0,2.0,2,0
17,Botafogo,Flamengo,2,Guapi,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Botafogo,Flamengo,2,Jamaal,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Botafogo,Flamengo,2,Varela,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
17,Botafogo,Flamengo,2,Equipe,0.0,54,144,5,17,13,36,13,21,21,6,27,15,1,2,24.0,22.0,15,0
