,0
0,https://lnb.com.br/noticias/agora-sim-5/
1,https://lnb.com.br/noticias/moral_la_em_cima_/
2,https://lnb.com.br/noticias/sem_chance/
3,https://lnb.com.br/noticias/so-crescendo/
4,https://lnb.com.br/noticias/em-alta-4/
5,https://lnb.com.br/noticias/construida-no-inicio-3/
6,https://lnb.com.br/noticias/e-no-fim-deu-minas/
7,https://lnb.com.br/noticias/a-primeira-6/
8,https://lnb.com.br/noticias/fechou-com-vitoria-2/
9,https://lnb.com.br/noticias/deu-ceara/
10,https://lnb.com.br/noticias/segura-o-trio/
11,https://lnb.com.br/noticias/nivel-g-4/
12,https://lnb.com.br/noticias/alta-tensao/
13,https://lnb.com.br/noticias/rumo-retomado/
14,https://lnb.com.br/noticias/so-na-etapa-final/
15,https://lnb.com.br/noticias/acabou-o-jejum/
16,https://lnb.com.br/noticias/isso-e-derby/
17,https://lnb.com.br/noticias/deitou-e-rolou/
18,https://lnb.com.br/noticias/estana_briga_/
19,https://lnb.com.br/noticias/fim-do-tabu/
20,https://lnb.com.br/noticias/lideranca-mais-que-segura/
21,https://lnb.com.br/noticias/reacao-incrivel/
22,https://lnb.com.br/noticias/travessura-macaense/
23,https://lnb.com.br/noticias/a-um-passo-das-quartas/
24,https://lnb.com.br/noticias/vivo_na_briga_/
25,https://lnb.com.br/noticias/faz-a-festa-rio-claro/
26,https://lnb.com.br/noticias/chuva-ou-tempestade/
27,https://lnb.com.br/noticias/divisor-de-aguas-2/
28,https://lnb.com.br/noticias/ta-virando-rotina/
29,https://lnb.com.br/noticias/e-final-mengao/
30,https://lnb.com.br/noticias/vitoria-especial/
31,https://lnb.com.br/noticias/com-a-forca-do-grupo-2/
32,https://lnb.com.br/noticias/maoquente/
33,https://lnb.com.br/noticias/passa-pra-ca/
34,https://lnb.com.br/noticias/nota-10-3/
35,https://lnb.com.br/noticias/ganhando-moral-3/
36,https://lnb.com.br/noticias/chegando-no-g-4/
37,https://lnb.com.br/noticias/emocao-de-sobra-4/
38,https://lnb.com.br/noticias/um-passo-a-frente-2/
39,https://lnb.com.br/noticias/festa-no-palestra-2/
40,https://lnb.com.br/noticias/segue-colado/
41,https://lnb.com.br/noticias/para-voltar-aos-trilhos-2/
42,https://lnb.com.br/noticias/jogaram-muito-3/
43,https://lnb.com.br/noticias/fechou-com-estilo/
44,https://lnb.com.br/noticias/nada-feito/
45,https://lnb.com.br/noticias/estao-vivos/
46,https://lnb.com.br/noticias/poder_de_decisao/
